basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
NA,NA,8.37,NA,NA,NA,NA,NA,54200,NA,GBTC1,11123000,NA,34.5244391,NA,-119.6873579,NA,2019-05-31T07:45:00Z,NA,Santa Ynez R Bl Gibraltar Dam Nr Santa Barbara Ca,NA,NA,7.81,ca
NA,NA,21.1,NA,NA,NA,NA,NA,67500,NA,LLYC1,11123500,NA,34.54360358,NA,-119.8648627,NA,2019-05-31T07:45:00Z,NA,Santa Ynez R Bl Los Laurls Cyn Nr Snta Ynez Ca,NA,NA,3.31,ca
NA,NA,12.2,NA,NA,NA,NA,NA,10200,NA,SCCC1,11124500,NA,34.5966563,NA,-119.9087519,NA,2019-05-31T07:30:00Z,NA,Santa Cruz C Nr Santa Ynez Ca,NA,NA,5.24,ca
NA,NA,0,NA,NA,NA,NA,NA,36,NA,HCCC1,11125600,NA,34.58221109,NA,-119.9826419,NA,2019-05-31T07:45:00Z,NA,Hilton Cyn C Nr Santa Ynez Ca,NA,NA,6.32,ca
NA,NA,3.67,NA,NA,NA,NA,NA,NA,NA,NA,11125605,NA,34.58388889,NA,-119.985,NA,2019-05-31T07:45:00Z,NA,Hilton Cyn C 0.25 Mi Bl Bradbury Dam Nr Santa Ynez,NA,NA,1.92,ca
NA,NA,11.9,NA,NA,NA,NA,NA,79000,NA,SYYC1,11126000,NA,34.5891552,NA,-119.9887532,NA,2019-05-31T07:45:00Z,NA,Santa Ynez R Nr Santa Ynez Ca,NA,NA,6.06,ca
NA,NA,0,NA,NA,NA,NA,NA,3680,NA,APDC1,11128250,NA,34.61831975,NA,-120.120703,NA,2019-05-31T07:15:00Z,NA,Alamo Pintado C Nr Solvang Ca,NA,NA,2.57,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALSC1,11128300,NA,34.54887705,NA,-120.1301473,NA,2019-05-31T07:30:00Z,NA,Alisal Res Nr Solvang Ca,NA,NA,600,ca
NA,NA,5.32,NA,NA,NA,NA,NA,82000,NA,SVGC1,11128500,NA,34.58498706,NA,-120.1445926,NA,2019-05-31T07:15:00Z,NA,Santa Ynez R A Solvang Ca,NA,NA,5.11,ca
NA,NA,0,NA,NA,NA,NA,NA,1390,NA,ZCCC1,11129800,NA,34.64859614,NA,-120.1843172,NA,2019-05-31T07:45:00Z,NA,Zaca C Nr Buellton Ca,NA,NA,1.68,ca
NA,NA,2.26,NA,NA,NA,NA,NA,11400,NA,SLUC1,11132500,NA,34.5885957,NA,-120.4084938,NA,2019-05-31T07:15:00Z,NA,Salsipuedes C Nr Lompoc Ca,NA,NA,1.79,ca
NA,NA,13.7,NA,NA,NA,NA,NA,415000,NA,NRWC1,11133000,NA,34.63609474,NA,-120.424606,NA,2019-05-31T07:45:00Z,NA,Santa Ynez R A Narrows Nr Lompoc Ca,NA,15,1.95,ca
NA,NA,0,NA,NA,NA,NA,NA,41600,NA,SYRC1,11134000,NA,34.6683162,NA,-120.4579411,NA,2019-05-31T07:30:00Z,NA,Santa Ynez R A H St Nr Lompoc Ca,NA,NA,0.04,ca
NA,NA,0,NA,NA,NA,NA,NA,3230,NA,SISC1,11135800,NA,34.74331534,NA,-120.2709888,NA,2019-05-31T07:30:00Z,NA,San Antonio C A Los Alamos Ca,NA,NA,0.85,ca
NA,NA,NA,NA,NA,NA,NA,NA,805,NA,NA,11136040,NA,34.77777778,NA,-120.4316667,NA,2019-04-15T10:00:00Z,NA,Harris Canyon C Nr Orcutt Ca,NA,NA,0.83,ca
NA,NA,0.55,NA,NA,NA,NA,NA,4680,NA,NRCC1,11136100,NA,34.78220307,NA,-120.530167,NA,2019-05-31T07:30:00Z,NA,San Antonio C Nr Casmalia Ca,NA,NA,1.04,ca
NA,NA,1.13,NA,NA,NA,NA,NA,1110,NA,SCXC1,11136600,NA,34.81664656,NA,-119.5620708,NA,2019-05-31T07:45:00Z,NA,Santa Barbara Cyn C Nr Ventucopa Ca,NA,NA,3.48,ca
NA,NA,5.17,NA,NA,NA,NA,NA,26200,NA,CYBC1,11136800,NA,35.0219213,NA,-120.2284868,NA,2019-05-31T07:30:00Z,NA,Cuyama R Bl Buckhorn Cyn Nr Santa Maria Ca,NA,NA,4.15,ca
NA,NA,3.85,NA,NA,NA,NA,NA,21000,NA,HSAC1,11137900,NA,35.07775398,NA,-120.3718267,NA,2019-05-31T07:30:00Z,NA,Huasna R Nr Arroyo Grande Ca,NA,NA,2.36,ca
NA,NA,25.5,NA,NA,NA,NA,NA,23200,NA,SQQC1,11138500,NA,34.83970289,NA,-120.1682063,NA,2019-05-31T07:45:00Z,NA,Sisquoc R Nr Sisquoc Ca,NA,NA,1.49,ca
NA,NA,30.3,NA,NA,NA,NA,NA,24700,NA,SUYC1,11140585,NA,34.96831117,NA,-120.404051,NA,2019-05-31T07:15:00Z,NA,Santa Maria R A Suey Crossing Nr Santa Maria Ca,NA,NA,8.77,ca
NA,NA,0.34,NA,NA,NA,NA,NA,2100,NA,OCKC1,11141050,NA,34.88359037,NA,-120.4948883,NA,2019-05-31T07:30:00Z,NA,Orcutt C Nr Orcutt Ca,NA,NA,0.26,ca
NA,NA,5.18,NA,NA,NA,NA,NA,2830,NA,LZCC1,11141280,NA,35.23553035,NA,-120.4723857,NA,2019-05-31T07:30:00Z,NA,Lopez C Nr Arroyo Grande Ca,NA,NA,7.76,ca
NA,NA,63.7,NA,NA,NA,NA,NA,10700,NA,BSRC1,11143000,NA,36.24579648,NA,-121.7732872,NA,2019-05-31T07:15:00Z,NA,Big Sur R Nr Big Sur Ca,NA,NA,4.81,ca
NA,NA,76.9,NA,NA,NA,NA,NA,16000,NA,RDRC1,11143200,NA,36.47440615,NA,-121.7288364,NA,2019-05-31T07:15:00Z,NA,Carmel R A Robles Del Rio Ca,NA,8.5,2.95,ca
NA,NA,85.6,NA,NA,NA,NA,NA,16000,NA,CMEC1,11143250,NA,36.5391278,NA,-121.8805084,NA,2019-05-31T07:00:00Z,NA,Carmel R Nr Carmel Ca,NA,NA,3.54,ca
NA,NA,27.4,NA,NA,NA,NA,NA,57600,NA,NBYC1,11148900,NA,35.78857918,NA,-121.0938048,NA,2019-05-31T07:15:00Z,NA,Nacimiento R Bl Sapaque C Nr Bryson Ca,NA,NA,7.69,ca
NA,NA,379,NA,NA,NA,NA,NA,8220,NA,SC1,11149400,NA,35.76135678,NA,-120.855458,NA,2019-05-31T07:00:00Z,NA,Nacimiento R Bl Nacimiento Dam Nr Bradley Ca,NA,NA,3.54,ca
NA,NA,38.6,NA,NA,NA,NA,NA,23600,NA,LWDC1,11149900,NA,35.89663404,NA,-121.0882491,NA,2019-05-31T07:15:00Z,NA,San Antonio R Nr Lockwood Ca,NA,NA,3.02,ca
NA,NA,0.45,NA,NA,NA,NA,NA,11500,NA,KCYC1,11151300,NA,36.26802087,NA,-121.066303,NA,2019-05-31T07:15:00Z,NA,San Lorenzo C Bl Bitterwater C Nr King City Ca,NA,NA,5.64,ca
NA,NA,221,NA,NA,NA,NA,NA,106000,NA,SDDC1,11151700,NA,36.411076,NA,-121.3193738,NA,2019-05-31T07:00:00Z,NA,Salinas R A Soledad Ca,NA,NA,9.41,ca
NA,NA,NA,NA,NA,NA,NA,NA,21800,NA,ARRC1,11151870,NA,36.23746164,NA,-121.4816027,NA,2019-05-31T07:15:00Z,NA,Arroyo Seco Nr Greenfield Ca,NA,NA,3.6,ca
NA,NA,0,NA,NA,NA,NA,NA,31000,NA,GRFC1,11152050,NA,36.39968708,NA,-121.3240962,NA,2019-05-31T07:30:00Z,NA,Arroyo Seco Bl Reliz C Nr Soledad Ca,NA,NA,-1.64,ca
NA,NA,119,NA,NA,NA,NA,NA,92000,NA,CHLC1,11152300,NA,36.55357267,NA,-121.5493856,NA,2019-05-31T07:00:00Z,NA,Salinas R Nr Chualar Ca,NA,NA,3.06,ca
NA,NA,3.07,NA,NA,NA,NA,NA,418,NA,RDSC1,11152650,NA,36.7049586,NA,-121.7049475,NA,2019-05-31T07:00:00Z,NA,Reclamation Ditch Nr Salinas Ca,NA,NA,0.85,ca
NA,NA,18.9,NA,NA,NA,NA,NA,12600,NA,PHOC1,11153000,NA,36.98,NA,-121.3802778,NA,2019-05-31T07:15:00Z,NA,Pacheco C Nr Dunneville Ca,NA,NA,2.61,ca
NA,NA,13.7,NA,NA,NA,NA,NA,3780,NA,LLGC1,11153650,NA,36.98744858,NA,-121.5271622,NA,2019-05-31T07:00:00Z,NA,Llagas C Nr Gilroy,NA,NA,1.15,ca
NA,NA,43.6,NA,NA,NA,NA,NA,9660,NA,PIIC1,11156500,NA,36.60940609,NA,-121.2029797,NA,2019-05-31T07:15:00Z,NA,San Benito R Nr Willow Creek School Ca,NA,NA,9.87,ca
NA,NA,0,NA,NA,NA,NA,NA,27200,NA,TESC1,11157500,NA,36.76579177,NA,-121.2996532,NA,2019-05-31T07:00:00Z,NA,Tres Pinos C Nr Tres Pinos Ca,NA,11.6,-0.66,ca
NA,NA,4.68,NA,NA,NA,NA,NA,5610,NA,CCFC1,11159200,NA,36.9393968,NA,-121.7705065,NA,2019-05-31T07:00:00Z,NA,Corralitos C A Freedom Ca,NA,NA,3.15,ca
NA,NA,98.8,NA,NA,NA,NA,NA,8860,NA,PAJC1,11159500,NA,36.9056111,NA,-121.7518889,NA,2019-05-31T07:00:00Z,NA,Pajaro R A Watsonville Ca,NA,NA,13.3,ca
NA,NA,20.1,NA,NA,NA,NA,NA,15800,NA,SOQC1,11160000,NA,36.9913389,NA,-121.9557933,NA,2019-05-31T07:00:00Z,NA,Soquel C A Soquel Ca,NA,16,2.59,ca
NA,NA,81.5,NA,NA,NA,NA,NA,30400,NA,BTEC1,11160500,NA,37.0443931,NA,-122.072464,NA,2019-05-31T07:30:00Z,NA,San Lorenzo R A Big Trees Ca,NA,16.5,4,ca
NA,NA,95.6,NA,NA,NA,NA,NA,30400,NA,LRRC1,11161000,NA,36.9907832,NA,-122.0319076,NA,2019-05-31T07:00:00Z,NA,San Lorenzo R A Santa Cruz Ca,NA,20.6,2.62,ca
NA,NA,30.8,NA,NA,NA,NA,NA,10600,NA,PECC1,11162500,NA,37.26077707,NA,-122.3288602,NA,2019-05-31T07:00:00Z,NA,Pescadero C Nr Pescadero Ca,NA,NA,1.93,ca
NA,NA,32.6,NA,NA,NA,NA,NA,7910,NA,SXGC1,11162570,NA,37.3257762,NA,-122.3866404,NA,2019-05-31T07:15:00Z,NA,San Gregorio C A San Gregorio Ca,NA,17.7,5.24,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PILC1,11162618,NA,37.54882698,NA,-122.4221961,NA,2019-05-31T07:00:00Z,NA,Pilarcitos Lk Nr Hillsborough Ca,NA,698,694.27,ca
NA,NA,3.75,NA,NA,NA,NA,NA,408,NA,HMOC1,11162620,NA,37.52466087,NA,-122.3994177,NA,2019-05-31T07:00:00Z,NA,Pilarcitos C Bl Stone Dam Nr Hillsborough Ca,NA,NA,5.22,ca
NA,NA,11.1,NA,NA,NA,NA,NA,4750,NA,HMNC1,11162630,NA,37.46660747,NA,-122.434142,NA,2019-05-31T07:00:00Z,NA,Pilarcitos C A Half Moon Bay Ca,NA,9.1,2.33,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AREC1,11162730,NA,37.5801611,NA,-122.4132806,NA,2019-05-31T07:45:00Z,NA,San Andreas Lake A Dam Nr Millbrae Ca,NA,NA,448.1,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSRC1,11162750,NA,37.51527778,NA,-122.3558333,NA,2019-05-31T07:30:00Z,NA,Lower Crystal Springs Res Nr San Mateo Ca,NA,NA,281.71,ca
NA,NA,5.57,NA,NA,NA,NA,NA,587,NA,MEDC1,11162753,NA,37.52944444,NA,-122.3583333,NA,2019-05-31T07:45:00Z,NA,San Mateo C Bl Lo Crystal Sp Res Nr San Mateo Ca,NA,NA,4.49,ca
NA,NA,9.02,NA,NA,NA,NA,NA,7200,NA,SFCC1,11164500,NA,37.42327257,NA,-122.1894095,NA,2019-05-31T07:45:00Z,NA,San Francisquito C A Stanford University Ca,NA,10.6,0.7,ca
NA,NA,1.83,NA,NA,NA,NA,NA,2730,NA,SOGC1,11169500,NA,37.25438808,NA,-122.039404,NA,2019-05-31T07:15:00Z,NA,Saratoga C A Saratoga Ca,NA,NA,2.43,ca
NA,NA,11,NA,NA,NA,NA,NA,11500,NA,NRGC1,11169800,NA,37.07772286,NA,-121.4943832,NA,2019-05-31T07:45:00Z,NA,Coyote C Nr Gilroy Ca,NA,NA,3.52,ca
NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,RCCC1,11169860,NA,37.1229999,NA,-121.5527193,NA,2019-05-31T07:45:00Z,NA,Coyote C Bl Coyote Res Nr San Martin Ca,NA,NA,4.84,ca
NA,NA,28.5,NA,NA,NA,NA,NA,6670,NA,CMIC1,11172175,NA,37.4221617,NA,-121.9274577,NA,2019-05-31T07:00:00Z,NA,Coyote C Ab Hwy 237 A Milpitas Ca,NA,13,4.92,ca
NA,NA,8.52,NA,NA,NA,NA,NA,5730,NA,MPTC1,11172945,NA,37.4974356,NA,-121.7735644,NA,2019-05-31T07:45:00Z,NA,Alameda C Ab Div Dam Nr Sunol Ca,NA,6,2.84,ca
NA,NA,8.32,NA,NA,NA,NA,NA,5730,NA,ACBC1,11172955,NA,37.4986111,NA,-121.7794444,NA,2019-05-31T07:15:00Z,NA,Alameda C Bl Div Dam Nr Sunol Ca,NA,NA,4.76,ca
NA,NA,20.5,NA,NA,NA,NA,NA,7480,NA,AHOC1,11173200,NA,37.46160337,NA,-121.769397,NA,2019-05-31T07:00:00Z,NA,Arroyo Hondo Nr San Jose Ca,NA,NA,3.38,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVQC1,11173490,NA,37.49030556,NA,-121.8287778,NA,2019-05-31T07:45:00Z,NA,Calaveras Reservoir Nr Sunol Ca,NA,NA,733.59,ca
NA,NA,14.3,NA,NA,NA,NA,NA,6980,NA,CAVC1,11173500,NA,37.50194444,NA,-121.8183333,NA,2019-05-31T07:45:00Z,NA,Calaveras C Nr Sunol Ca,NA,NA,4.71,ca
NA,NA,23.6,NA,NA,NA,NA,NA,5220,NA,NA,11173510,NA,37.5035472,NA,-121.8246774,NA,2019-05-31T07:00:00Z,NA,Alameda C Bl Calaveras C Nr Sunol Ca,NA,NA,4.81,ca
NA,NA,20.8,NA,NA,NA,NA,NA,5750,NA,AWEC1,11173575,NA,37.5404908,NA,-121.856345,NA,2019-05-31T07:30:00Z,NA,Alameda C Bl Welch C Nr Sunol Ca,NA,NA,10.55,ca
NA,NA,1.22,NA,NA,NA,NA,NA,720,NA,ICSC1,11173800,NA,37.5611111,NA,-121.7969444,NA,2019-05-31T07:15:00Z,NA,Indian C Nr Sunol Ca,NA,NA,10.91,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11173990,NA,NA,NA,NA,NA,2019-05-31T07:00:00Z,NA,San Antonio Reservoir Nr Sunol Ca,NA,NA,467.08,NA
NA,NA,0.1,NA,NA,NA,NA,NA,5810,NA,ACSC1,11174000,NA,37.577434,NA,-121.857734,NA,2019-05-31T07:00:00Z,NA,San Antonio C Nr Sunol Ca,NA,NA,3.04,ca
NA,NA,5.41,NA,NA,NA,NA,NA,4480,NA,ALQC1,11174600,NA,37.69444444,NA,-121.9194444,NA,2019-05-31T07:45:00Z,NA,Alamo Cn Nr Pleasanton Ca,NA,NA,1.55,ca
NA,NA,9.6,NA,NA,NA,NA,NA,8790,NA,YLEC1,11176400,NA,37.56132196,NA,-121.6838389,NA,2019-05-31T07:45:00Z,NA,Arroyo Valle Bl Lang Cyn Nr Livermore Ca,NA,NA,1,ca
NA,NA,20,NA,NA,NA,NA,NA,9390,NA,ADLC1,11176900,NA,37.62659915,NA,-121.8830126,NA,2019-05-31T07:30:00Z,NA,Arroyo De La Laguna A Verona Ca,NA,15,1,ca
NA,NA,13.1,NA,NA,NA,NA,NA,19200,NA,ALFC1,11179100,NA,37.56660245,NA,-122.0016278,NA,2019-05-31T07:15:00Z,NA,Alameda C Nr Fremont Ca,NA,NA,5.45,ca
NA,NA,0.34,NA,NA,NA,NA,NA,1680,NA,DYUC1,11180500,NA,37.6060452,NA,-122.0238504,NA,2019-05-31T07:15:00Z,NA,Dry C A Union City Ca,NA,NA,1.34,ca
NA,NA,10,NA,NA,NA,NA,NA,25800,NA,PUKC1,11180700,NA,37.58576818,NA,-122.0482955,NA,2019-05-31T07:00:00Z,NA,Alameda C Flood Channel A Union City Ca,NA,NA,5.47,ca
NA,NA,3.17,NA,NA,NA,NA,NA,3890,NA,LSCC1,11180825,NA,37.69520825,NA,-122.044962,NA,2019-05-31T07:20:00Z,NA,San Lorenzo C Ab Don Castro Res Nr Castro V Ca,NA,NA,5.82,ca
NA,NA,2.93,NA,NA,NA,NA,NA,1990,NA,KCRC1,11180900,NA,37.70493008,NA,-122.0438508,NA,2019-05-31T07:45:00Z,NA,Crow C Nr Hayward Ca,NA,38.3,4.08,ca
NA,NA,1.05,NA,NA,NA,NA,NA,1690,NA,CULC1,11180960,NA,37.71770737,NA,-122.0544067,NA,2019-05-31T07:50:00Z,NA,Cull C Ab Cull C Res Nr Castro Valley Ca,NA,NA,0.67,ca
NA,NA,7.47,NA,NA,NA,NA,NA,8140,NA,LRZC1,11181000,NA,37.68548644,NA,-122.064407,NA,2019-05-31T06:45:00Z,NA,San Lorenzo C A Hayward Ca,NA,24.6,2.52,ca
NA,NA,3.36,NA,NA,NA,NA,NA,1550,NA,CVCC1,11181008,NA,37.6799311,NA,-122.0805186,NA,2019-05-29T17:20:00Z,NA,Castro Valley C A Hayward Ca,NA,NA,1.5,ca
NA,NA,10.2,NA,NA,NA,NA,NA,10300,NA,SLCC1,11181040,NA,37.6840977,NA,-122.1399649,NA,2019-05-31T07:30:00Z,NA,San Lorenzo C A San Lorenzo Ca,NA,NA,3.63,ca
NA,NA,72.3,NA,NA,NA,NA,NA,5330,NA,DKCC1,11200800,NA,35.94161745,NA,-118.8228702,NA,2019-05-31T07:30:00Z,NA,Deer C Nr Fountain Springs Ca,NA,NA,3.6,ca
NA,NA,NA,NA,NA,NA,NA,NA,2380,NA,TUPC1,11203580,NA,36.04828125,NA,-118.6542556,NA,2019-05-31T07:45:00Z,NA,Sf Tule R Nr Cholollo Campground Nr Porterville Ca,NA,NA,4.29,ca
NA,NA,NA,NA,NA,NA,NA,NA,5060,NA,TRVC1,11204100,NA,36.024116480000004,NA,-118.8134258,NA,2019-05-31T07:30:00Z,NA,Sf Tule R Nr Reservation Bndry Nr Porterville Ca,NA,NA,6.87,ca
NA,NA,75.7,NA,NA,NA,NA,NA,997,NA,MBPC1,11206820,NA,36.61166667,NA,-118.7016667,NA,2019-05-31T07:45:00Z,NA,Marble Fork Kaweah R Ab Horse C Nr Lodgepole Ca,NA,NA,7.87,ca
NA,NA,491,NA,NA,NA,NA,NA,2800,NA,SJWC1,11224000,NA,37.63194444,NA,-119.0863889,NA,2019-05-31T07:00:00Z,NA,Mf San Joaquin R Nr Mammoth Lakes Ca,NA,NA,5.26,ca
NA,NA,99.8,NA,NA,NA,NA,NA,2410,NA,SWUC1,11253130,NA,36.77888889,NA,-120.3066667,NA,2018-10-20T19:00:00Z,NA,San Joaquin R A N San Mateo Rd Nr Mendota Ca,NA,NA,6.12,ca
NA,NA,0.72,NA,NA,NA,NA,NA,3420,NA,COLC1,11253310,NA,36.40217399,NA,-120.4334917,NA,2019-05-31T07:30:00Z,NA,Cantua C Nr Cantua Creek Ca,NA,NA,0.84,ca
NA,NA,0,NA,NA,NA,NA,NA,9940,NA,PNEC1,11255575,NA,36.65245145,NA,-120.6321186,NA,2019-05-31T07:00:00Z,NA,Panoche C A I-5 Nr Silver Creek Ca,NA,NA,3.12,ca
NA,NA,NA,NA,NA,NA,NA,NA,2650,NA,NA,11274538,NA,37.41354657,NA,-121.0160412,NA,2017-12-01T13:30:00Z,NA,Orestimba Cr At River Rd Nr Crows Landing Ca,NA,NA,2.8,ca
NA,NA,2.88,NA,NA,NA,NA,NA,5270,NA,PTTC1,11274630,NA,37.48659935,NA,-121.2091026,NA,2019-05-31T07:30:00Z,NA,Del Puerto C Nr Patterson Ca,NA,NA,1.53,ca
NA,NA,1550,NA,NA,NA,NA,NA,7060,NA,TGCC1,11274790,NA,37.9165884,NA,-119.6598938,NA,2019-05-31T07:30:00Z,NA,Tuolumne R A Grand Cyn Of Tuolumne Ab Hetch Hetchy,NA,NA,13.67,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HETC1,11275500,NA,37.9476989,NA,-119.7879546,NA,2019-05-31T07:00:00Z,NA,Hetch Hetchy Res A Hetch Hetchy Ca,NA,NA,3738.37,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHVC1,11277200,NA,37.97575478,NA,-119.9140695,NA,2019-05-31T07:15:00Z,NA,Cherry Lk Nr Hetch Hetchy Ca,NA,NA,4671.45,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LNRC1,11277500,NA,37.9740879,NA,-119.881013,NA,2019-05-31T07:45:00Z,NA,Lk Eleanor Nr Hetch Hetchy Ca,NA,NA,4657.82,ca
NA,NA,10.5,NA,NA,NA,NA,NA,2810,NA,BCWC1,11284400,NA,37.8418714,NA,-120.1849103,NA,2019-05-31T07:15:00Z,NA,Big C Ab Whites Gulch Nr Groveland Ca,NA,NA,2.48,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11287500,NA,37.7015978,NA,-120.4221392,NA,2019-05-31T07:30:00Z,NA,Don Pedro Res Nr La Grange Ca,NA,NA,815.6,ca
NA,NA,121,NA,NA,NA,NA,NA,NA,NA,MECC1,11289000,NA,37.67243198,NA,-120.4749183,NA,2019-05-31T07:30:00Z,NA,Modesto Cn Nr La Grange Ca,NA,NA,2.42,ca
NA,NA,626,NA,NA,NA,NA,NA,NA,NA,TUCC1,11289500,NA,37.66576548,NA,-120.4410283,NA,2019-05-31T07:45:00Z,NA,Turlock Cn Nr La Grange Ca,NA,NA,NA,ca
NA,NA,5800,NA,NA,NA,NA,NA,58900,NA,LNGC1,11289650,NA,37.666321,NA,-120.4421394,NA,2019-05-31T04:30:00Z,NA,Tuolumne R Bl Lagrange Dam Nr Lagrange Ca,NA,NA,11.64,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11292600,NA,38.32935799,NA,-119.9612944,NA,2019-05-31T07:45:00Z,NA,Donnell Lk Nr Dardanelle Ca,NA,NA,4903.72,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BESC1,11292800,NA,38.20463947,NA,-120.0762977,NA,2019-05-31T07:45:00Z,NA,Beardsley Lake Near Strawberry Ca,NA,NA,3371.62,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TUKC1,11299995,NA,37.87603788,NA,-120.6043691,NA,2019-05-31T07:15:00Z,NA,Tulloch Res Nr Knights Ferry Ca,NA,NA,507.03,ca
NA,NA,14100,NA,NA,NA,NA,NA,NA,NA,NA,11312676,NA,37.9427017,NA,-121.5341175,NA,2019-05-31T06:00:00Z,NA,Middle R At Middle River Ca,NA,NA,5.51,ca
NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,ODMC1,11312968,NA,37.81048298,NA,-121.5424488,NA,2019-05-31T06:00:00Z,NA,Old R Nr Delta Mendota Canal Ca,NA,NA,5.68,ca
NA,NA,5640,NA,NA,NA,NA,NA,NA,NA,OHFC1,11313315,NA,37.89103627,NA,-121.5702283,NA,2019-05-31T06:15:00Z,NA,Old River Near Byron Ca,NA,NA,5.51,ca
NA,NA,13.7,NA,NA,NA,NA,NA,2860,NA,NA,11336580,NA,38.49851847,NA,-121.4527317,NA,2019-05-19T22:00:00Z,NA,Morrison C Nr Sacramento Ca,NA,NA,2.27,ca
NA,NA,0.63,NA,NA,NA,NA,NA,2180,NA,NA,11336585,NA,38.42324335,NA,-121.353284,NA,2019-05-31T07:45:00Z,NA,Laguna C Nr Elk Grove Ca,NA,NA,2.82,ca
NA,NA,-124,NA,NA,NA,NA,NA,NA,NA,NA,11336600,NA,38.2447222,NA,-121.5052778,NA,2019-05-31T06:00:00Z,NA,Delta Cross Channel Nr Walnut Grove,NA,NA,6.08,ca
NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,MWGC1,11336680,NA,38.22555556,NA,-121.491111,NA,2017-10-18T23:00:00Z,NA,S Mokelumne R A New Hope Br Nr Walnut Grove Ca,NA,NA,NA,ca
NA,NA,16600,NA,NA,NA,NA,NA,NA,NA,NMRC1,11336685,NA,38.2233333,NA,-121.5072222,NA,2017-01-11T14:30:00Z,NA,N Mokelumne Nr Walnut Grove Ca,NA,NA,25.63,ca
NA,NA,18800,NA,NA,NA,NA,NA,NA,NA,NA,11336930,NA,38.1061111,NA,-121.571111,NA,2019-05-31T06:30:00Z,NA,Mokelumne R A Andrus Island Nr Terminous Ca,NA,NA,16.34,ca
NA,NA,1940,NA,NA,NA,NA,NA,69800,NA,NA,11342000,NA,40.93959397,NA,-122.4172351,NA,2019-05-31T07:30:00Z,NA,Sacramento R A Delta Ca,NA,NA,6.62,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11361000,NA,41.01738285,NA,-121.6541539,NA,2019-05-31T07:00:00Z,NA,Burney C A Burney Falls Nr Burney Ca,NA,NA,4.97,ca
NA,NA,10,NA,NA,NA,NA,NA,28,NA,NA,11362890,NA,41.04210268,NA,-121.8772172,NA,2008-09-23T23:45:00Z,NA,Nelson C Release Weir Bl Pp Div Nr Big Bend Ca,NA,NA,NA,ca
NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,11370700,NA,40.56876198,NA,-122.381397,NA,2019-05-31T07:45:00Z,NA,Anderson-cottonwood Id Cn At Sharon Ave Redding Ca,NA,NA,7.3,ca
NA,NA,937,NA,NA,NA,NA,NA,86000,NA,CTWC1,11376000,NA,40.38709797,NA,-122.2386119,NA,2019-05-31T07:00:00Z,NA,Cottonwood C Nr Cottonwood Ca,NA,NA,6.73,ca
NA,NA,252,NA,NA,NA,NA,NA,8550,NA,SQUC1,11401920,NA,39.9458333,NA,-120.9425,NA,2019-05-31T07:30:00Z,NA,Spanish C A Quincy Ca,NA,NA,6.05,ca
NA,NA,NA,NA,NA,NA,NA,NA,8790,NA,DCWC1,11424500,NA,39.02628325,NA,-121.4371809,NA,2019-05-31T07:15:00Z,NA,Dry C Nr Wheatland Ca,NA,NA,8.16,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11447540,NA,38.56831667,NA,-121.5205694,NA,2018-11-23T09:00:00Z,NA,Sacramento R A Pier A West Sacramento Ca,NA,NA,6.29,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11447605,NA,38.56113889,NA,-121.5292,NA,2019-01-20T08:00:00Z,NA,Barge Canal Nr West Sacramento Ca,NA,NA,4.88,ca
NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,11447830,NA,38.32916667,NA,-121.5791667,NA,2019-05-31T06:30:00Z,NA,Sutter Slough A Courtland Ca,NA,NA,8.55,ca
NA,NA,7620,NA,NA,NA,NA,NA,NA,NA,NA,11447850,NA,38.2847222,NA,-121.5866667,NA,2019-05-31T06:30:00Z,NA,Steamboat Slough Nr Walnut Grove Ca,NA,NA,7.06,ca
